id;CustomerName;CustomerAddress;idState;id2;RegTime;RegisterTime;Sum1;Sum2,,
211;Portugal, Liddy, & Son Ltd.;839 Burton Ave;34;5;19/01/2002 11:20;1971-11-29 01:48:16.000;43200;62590.4969
212;Gourmet the Frog;302-A Crestwood Village Rd.;29;38;01/11/1990 22:53;1972-07-26 01:53:20.000;38450;87150.3400,,
213;Green Shoes Corp.;2479 Woodridge Drive;19;48;20/10/1982 12:07;2004-10-24 07:40:00.000;6680.;5590.3198,,
214;Glenwood Credit Union;2936 Arlington Ave.;46;9;12/06/2006 11:42;2007-11-18 06:28:16.000;54946;27182.0938,,
215;Schnitzer Denist College;220 Vine Ave.;30;24;03/02/1996 06:02;2003-01-23 05:33:20.000;69545;53246.1312,,
216;Green Shoes Corp.;1795 Lake Cook Rd.;13;36;19/08/2000 16:47;1971-10-17 16:06:40.000;94920;63148.1286,,
217;Moveit Motercycle Service;2045 St. johns Ave.;17;38;18/04/1974 06:53;1972-05-26 21:26:40.000;16644;23767.0556,,
218;Eva Galler Galleries Inc.;673 Calais Drive;38;12;03/02/1975 22:53;2001-12-27 17:06:40.000;33518;14075.2605,,
219;Highland Heights Gift Shop;550 Sheridan;49;43;26/09/2004 07:15;2004-10-28 22:46:40.000;88598;41888.6088,,
220;George Lee Antiques;1155 Ridgewood Drive;22;34;14/12/2006 16:15;2005-06-28 08:06:40.000;95652;11218.4867,,
221;Smith Communications Inc.;1535 Knollwood Drive;41;29;21/09/1987 13:55;2000-12-12 03:20:00.000;8484.;75348.3390,,
222;Office Pro Supply Co.;872 Virginia Rd.;48;19;08/06/1978 14:20;2004-09-15 21:14:56.000;81320;23040.9840,,
223;Eva Galler Galleries Inc.;2505 Allison ct.;3;46;15/05/2000 15:42;1974-06-30 22:33:20.000;68720;35460.8066,,
224;AA Advertising;35 Glenlake Dr.;13;30;18/05/2004 04:47;2005-03-03 16:28:16.000;75136;13600.8874,,
225;Dependable Plumbing and Sewer;1920 Sunnyside Ave.;35;13;08/06/2005 15:53;2000-06-24 13:53:20.000;19531;77948.2090,,
226;Mail Boxes Et. Al.;965 Marion Place Apt. 65C;33;17;03/03/2004 02:02;2003-06-22 20:46:40.000;50440;38724.8679,,
227;Mergenthaler Inc.;1575 Oak Ave.  Apt. 2C;29;38;11/10/1992 11:40;1978-10-21 07:40:00.000;20265;51858.8156,,
228;Park District Of America;1715 Chicago Ave.;8;49;27/01/2003 23:47;2006-10-13 04:08:16.000;23776;52788.4182,,
229;New Dehli Auto Exchange;456 Groverland Ave.;6;22;10/02/1982 03:33;2005-10-11 15:53:20.000;40990;70552.4437,,
230;Masterlands Cleaning;21 Lakeview Terrace #2312;42;41;01/09/1978 13:13;2001-07-31 18:20:00.000;92336;16567.8758,,
231;Woodworks Co.;2220 Grant Blvd.;15;48;15/11/1980 01:33;1977-07-14 21:26:40.000;16470;20690.9076,,
232;Palmer Golf Supplies;2510 Crain;37;3;30/10/1983 22:13;1985-03-06 12:26:40.000;5928.;14900.1988,,
233;Lickmen Restoration;4522 N. Greenview Apt. 1B;12;13;07/12/2004 06:13;2002-06-18 03:28:16.000;93677;8756.0532,,
234;Deer Lake Inn;1701 W. Mellody Rd.;40;35;01/07/1985 11:00;1975-03-05 14:00:00.000;95531;94767.7850,,
235;Smith Communications Inc.;3062 Lindenwood Ln.;6;33;02/09/1990 08:20;2000-10-28 23:06:40.000;91880;80510.7808,,
236;Park District Of America;1859 Green Bay Rd.;36;29;10/07/2005 04:48;1989-07-16 22:21:36.000;95636;42700.9600,,
237;New Dehli Auto Exchange;1535 Knollwood Drive;18;8;25/06/2004 13:42;2004-12-21 06:53:20.000;34300;37836.9730,,
238;Innman Paint and Glass;643 De Temple Rd.;22;6;27/01/2003 20:40;1982-01-23 18:53:20.000;79472;35880.2828,,
239;John G. Hartling Ltd.;600 Central Ave.;15;42;12/12/1998 22:00;2006-10-10 20:34:56.000;63262;81663.7760,,
240;Dean Grant Buick and Crysler;1482 Concorde Circle;44;15;15/08/2000 15:53;2000-05-07 15:28:16.000;52540;39680.1654,,
241;American Deli Workers Union;965 Marion Place Apt. 65C;18;37;24/08/1989 12:07;1977-02-11 16:41:36.000;77004;91588.7832,,
242;Loyal Order of Buffalo;1019 Deerfield Rd.;29;12;06/05/2006 21:00;2006-01-12 01:06:40.000;45914;54463.2264,,
243;Car Suite Cleaners;1235 Easton Rd.;48;40;04/05/1982 03:28;1990-04-21 13:13:20.000;84811;39624.6000,,
244;Foy Aviation;1715 Chicago Ave.;24;6;29/09/1982 07:02;2001-06-03 04:48:16.000;89196;16812.1440,,
245;Kapp Camera and Video;511 Hill;16;36;23/07/2002 07:42;2003-02-07 00:41:36.000;51310;16074.5696,,
246;Lee Stairworks and Carpentry,;42 Valley Rd.;15;18;08/04/1980 07:35;1990-03-23 02:40:00.000;83792;55376.4793,
247;Lake Shore Publishing;115 Judson Rd.;39;22;08/06/1990 16:47;1983-03-22 16:53:20.000;73548;4985.7264,,
248;Marcy Elaine Bakery;367Bluebird Terr.;45;15;04/12/1983 23:08;2001-01-12 16:14:56.000;95840;92544.6850,,
249;Hart Corporation;77 Blackhawk Rd;35;44;19/12/2002 23:07;1977-01-16 01:48:16.000;55006;10840.4219,,
250;North West Gas Co.;1 Twin Oaks Place;38;18;22/04/1987 15:27;2006-03-03 19:08:16.000;37738;54629.8858,,
251;DBN Bank;550 Sheridan;22;29;04/01/2004 10:27;2000-10-25 17:26:40.000;69238;85990.5975,,
252;Arthur M. Feildberg Galleries;3901 Chester Ave. Apt. 3C;18;48;11/05/1986 13:53;1996-03-30 23:08:16.000;54885;85709.9584,,
253;Block Boats and Lures;115 Judson Rd.;7;24;31/10/2001 00:40;1985-12-18 04:14:56.000;26160;28666.4212,,
254;Smith Communications Inc.;1920 Sunnyside Ave.;17;16;20/04/2000 09:15;2001-12-26 04:14:56.000;43751;79375.1946,,
255;Acturial Enterprises Ltd.;669 Kikaid;18;15;15/09/1989 23:00;1970-02-05 00:54:56.000;31965;41600.0199,,
256;Mac Computer Warehouse;2024 St.Johns Ave.;7;39;08/07/2004 10:35;1989-12-02 00:00:00.000;51018;99928.9187,,
257;Futoons Cartoons Emporium;456 Grossman Ln.;45;45;14/07/2006 03:53;1980-05-17 09:26:40.000;5712.;12136.1775,,
258;Acme Chemical Supply;632 Roger Williams;19;35;03/08/2005 05:13;1996-08-15 17:41:36.000;98804;44962.6015,,
259;Cosmo Skin Care Center;115 Pleasent Ave.;49;38;19/05/2005 07:00;1982-12-07 16:41:36.000;3483.;84620.6572,,
260;Woodworks Co.;1220 Heather Lane;46;22;23/01/1985 03:47;1974-12-23 03:06:40.000;45548;25452.6714,,
261;Block Boats and Lures;12 Fort Sheriden Ave.;3;18;22/06/2004 11:27;2000-04-29 15:28:16.000;18692;45909.9568,,
262;Funnyface Amusement Games;225 Jeffrys Place;19;7;08/08/1983 15:13;2001-11-19 03:21:36.000;95570;95906.6600,,
263;Kapp Camera and Video;310 Walker Ave.;19;17;12/09/2002 22:48;2000-03-03 21:21:36.000;17946;18003.2240,,
264;Trapezoid Studios;965 Marion Place Apt. 65C;22;18;30/06/1970 14:20;2001-02-15 14:53:20.000;30637;61936.9600,,
265;Portugal, Liddy, & Son Ltd.;433 Burton Ave.;19;7;22/01/2000 12:00;2005-04-22 21:00:00.000;54708;55838.3372
266;Hibbard Road Suppliers;632 Florence Dr.;48;45;03/02/2005 05:48;2007-09-03 07:13:20.000;13150;58657.9407,,
267;Air France;632 Florence Dr.;48;19;04/01/2005 03:35;1985-10-19 09:53:20.000;14858;87089.6437,,
268;Air Guatamala;430 Oakland Drive;22;49;16/11/1971 08:15;2003-12-18 17:08:16.000;44880;84775.5167,,
269;Acme Chemical Supply;970 Vilas Circle;1;46;01/03/1980 02:55;1987-06-14 21:13:20.000;18652;39184.6840,,
270;Lutz Soft Cloth Car Wash;937 Judson Ave.;21;3;12/10/1980 01:53;2006-12-30 21:08:16.000;26720;47214.0663,,
271;Parties Galore Golf Course;1287 Glencoe Ave.;46;19;21/04/2004 12:53;2000-06-05 23:00:00.000;6828.;83600.9300,,
272;Hilco Auto Body;231 Sheriden Rd.;22;19;29/01/1992 04:40;2000-10-07 00:20:00.000;16720;28992.9584,,
273;Esmarda Chemical Manufacturers;574 Chicago Ave.;40;22;24/03/2005 16:40;2007-09-28 18:20:00.000;57635;13412.3209,,
274;BBQ Smith's Tex Mex;2112 Ravine Drive;16;19;16/05/1992 15:42;2004-02-19 14:13:20.000;31160;33792.7880,,
275;janice Mann Accounting Service;2224 Sherman Rd.;42;48;10/11/1993 10:28;1974-07-20 05:41:36.000;10292;68778.5696,,
276;Bako Delicatessen;2678 Sheridan Rd.;20;48;15/09/2000 19:27;1972-02-04 04:54:56.000;60223;13588.8511,,
277;Meonits & Mogogni Inc.;3901 Chester Ave. Apt. 3C;17;22;07/10/2000 12:35;1989-08-11 18:33:20.000;58180;42279.0029,,
278;Glenwood Credit Union;865 Old Tall Tree Lane;32;1;20/01/1993 20:00;1986-02-01 16:40:00.000;16500;79200.7564,,
279;Deer Lake Inn;425 Lake Ave.;32;21;27/03/1977 16:15;1992-01-09 12:26:40.000;84094;23867.0200,,
280;Elle Hypnosis and Therapy Cent;872 Virginia Rd.;24;46;20/05/1971 16:07;2005-11-27 16:41:36.000;13525;62050.3605,,
281;Hi-Land Art & Frame;218 Oakridge Ave.;41;22;05/06/2001 12:22;1975-08-05 09:40:00.000;86560;3405.5152,,
282;New Dehli Auto Exchange;241 Callan Rd.;37;40;21/08/1987 07:55;1978-09-30 11:40:00.000;7902.;39272.8311,,
283;American Deli Workers Union;1858 Balsam Way;46;16;20/07/2004 20:33;1972-06-29 01:54:56.000;79056;.2297,,
284;Doerner's Awnings and Canopies;671 Blackstone Ave.;32;42;05/05/1978 15:42;2006-01-13 00:41:36.000;21538;65656.9900,,
285;Maintence Services of Maine;2479 Woodridge Drive;21;20;02/04/2002 00:15;1975-04-03 23:33:20.000;19288;63360.6787,,
286;Park District Of America;1245 Eastwood;33;17;28/11/2004 22:02;2005-07-04 21:41:36.000;2805.;13459.5708,,
287;Brand Y Creative Services;1704 Ridgelee Rd;16;32;05/06/1971 21:00;1987-10-26 15:20:00.000;44174;59610.5855,,
288;Chicagoland Cleaners;3478 Bryn Mawr St.;16;32;06/01/2001 09:20;1986-05-18 01:26:40.000;13020;79954.1240,,
289;Quad City Cleaning;42 Valley Rd.;42;24;05/08/1982 21:28;1993-11-27 11:33:20.000;5438.;79055.7728,,
290;Caranisco Homes;1915 Lewis Ln.  Apt 13;47;41;31/08/2006 01:53;1974-02-06 05:20:00.000;21314;68673.8534,,
291;Pasifico Inc.;629 Kincaid Ave.;10;37;09/06/1986 12:20;2005-09-07 17:14:56.000;77454;52060.3320,,
292;Lutz Soft Cloth Car Wash;242 Ashland Ave.;39;46;25/07/1975 07:00;1989-06-07 06:20:00.000;21525;57008.4904,,
293;Johnson, Erico & Co CPA's;865 Old Tall Tree Lane;38;32;06/05/2005 02:20;1972-02-28 21:20:00.000;1125.;54418.4574,
294;Hardee Woodwork Ltd.;1619 Judson Ave. Apt #34B;26;21;20/03/1989 01:20;2000-04-02 02:26:40.000;23632;18901.4400,,
295;Green Shoes Corp.;4522 N. Greenview Apt. 1B;3;33;28/10/2003 18:55;1986-08-02 10:46:40.000;3977.;91748.6025,,
296;Cotton Thumb Ltd.;770 Exmoor Rd.;40;16;26/02/2002 16:00;2006-05-02 17:00:00.000;12622;75251.3730,,
297;Highland Heights Gift Shop;628 Orwenstensia;33;16;04/05/2003 21:02;2004-10-26 18:33:20.000;87614;150.3570,,
298;Air Mexico;465 Stratford Rd.;8;42;21/12/1992 17:47;1987-06-22 23:40:00.000;50532;50990.0362,,
299;Smith Communications Inc.;4763 Blackhawk Rd.;33;47;24/12/1993 02:27;1986-08-30 05:26:40.000;23688;47214.5156,,
300;Auto Interior Carpeting Compan;1234 Devonshire Court;2;10;15/12/1987 00:42;2000-06-24 02:21:36.000;10374;55331.5985,,
301;Camp Oconomowoc;1101 Deerfield Place;6;39;15/03/1992 02:42;1974-11-14 11:20:00.000;47760;56210.1614,,
302;Corbins, Rodriguez, & Savocchi;135 Lakewood place;24;38;17/12/1983 09:07;1970-02-06 13:46:40.000;98000;11059.5045
303;Nina's Snow Plowing;669 Kikaid;40;26;21/10/2000 07:28;2007-06-01 13:13:20.000;69796;74.5925,,
304;Air Guatamala;310 Walker Ave.;1;3;02/12/2003 15:22;2001-01-27 05:20:00.000;48320;35530.1604,,
305;Glenn Oaks Office Supplies;1633 McGovern place;17;40;05/09/1992 14:33;1985-02-19 02:14:56.000;400.8;37103.1104,,
306;Morton Roofing and Siding;1233 Arbor Rd.;30;33;25/04/1993 09:42;1978-07-05 05:13:20.000;8975.;25212.3286,,
307;Michael Montgomery Hair Saloon;1444 Chantilly Ln.;43;8;25/03/2006 00:13;1992-05-08 13:14:56.000;5816.;66678.9960,,
308;Lennox Air Pollution Control;750 Homewood Ave.;27;33;15/11/1983 16:00;1996-04-09 06:21:36.000;88532;70332.6069,,
309;Mail Boxes Et. Al.;266 Green Bay Rd.;43;2;28/02/1999 11:07;1989-01-12 09:20:00.000;79788;93273.9650,,
310;Caranisco Homes;1912 Old Briar Lane #2;29;6;21/02/1970 14:53;2007-07-24 19:00:00.000;34425;19123.6995,,
311;Air Mexico;1486 Old Deerfield Rd.;41;24;14/10/2000 20:20;1990-12-12 00:00:00.000;48730;38422.3736,,
312;Chands CPA;3478 Bryn Mawr St.;17;40;20/06/2006 15:15;1982-03-27 06:53:20.000;96665;3040.7736,,
313;AA Advertising;245 Oakridge Ave.;7;1;04/09/2001 16:08;2002-10-18 12:06:40.000;43120;78881.5070,,
314;Nirabi Auto Service;1245 Eastwood;5;17;23/08/1971 21:28;1977-07-31 02:20:00.000;92390;19513.7663,,
315;Pac Builders;1065 Hillcrest Circle;36;30;12/09/2000 08:07;1989-05-13 11:53:20.000;9000.;12980.4388,,
316;Terrinni & Son Auto and Truck;969 Saxony Drive;46;43;24/06/1999 05:53;1994-08-13 18:46:40.000;44940;81700.4212,,
317;North Shore Appliance Service;43078 Kennedy Dr.;45;27;01/12/1996 08:02;2006-07-23 09:00:00.000;54571;71320.1450,,
318;Parties Galore Golf Course;1701 W. Mellody Rd.;47;43;23/01/1996 12:27;1970-04-09 09:06:40.000;79488;72990.0306,,
319;Air Mexico;2678 Sheridan Rd.;2;29;13/05/1977 00:22;1987-03-28 20:00:00.000;55065;35624.8596,,
320;Sigman and Freud Psychiatry;120 high St.;39;41;06/06/2001 18:33;1980-05-23 04:20:00.000;64800;99200.9952,,
321;BBQ Smith's Tex Mex;456 Groverland Ave.;1;17;06/06/1980 09:15;1983-06-07 10:48:16.000;62161;48940.2647,,
322;Doerner's Awnings and Canopies;433 Burton Ave.;1;7;02/02/1987 10:27;1978-07-24 04:46:40.000;62278;90460.6350,,
323;Derbin Contracting Services;1482 Concorde Circle;15;5;06/02/1985 17:47;1982-07-28 19:01:36.000;22391;91988.8850,,
324;Keep Cool Air Conditioner Repa;965 Marion Place Apt. 65C;4;36;30/04/2001 07:40;1985-10-10 14:46:40.000;46200;51580.1476,,
325;Pete's Auto Repair;1270 Linden Ave.;39;46;28/10/2003 03:20;1983-08-17 21:26:40.000;83120;22898.6400,,
326;Marks, Marks, and Kaplan Ltd.;511 Maple Ave.  Apt. 1B;31;45;01/02/2000 10:13;1993-03-19 16:53:20.000;86124;82958.0934
327;Corbins, Rodriguez, & Savocchi;241 Callan Rd.;30;47;20/12/1980 02:28;1970-04-09 09:06:40.000;64190;83088.3992
328;Pasifico Inc.;632 Roger Williams;40;2;08/10/2003 12:07;1993-10-24 23:00:00.000;48186;44776.6026,,
329;Palmer Golf Supplies;120 high St.;12;39;19/08/2006 18:35;1982-07-16 10:33:20.000;59443;81782.5617,,
330;Kapp Camera and Video;10 Marquette Rd.;21;1;21/10/1996 13:13;1986-08-14 19:14:56.000;60881;86251.1675,,
331;Caranisco Homes;969 Saxony Drive;7;1;01/03/2000 06:13;1977-06-03 16:33:20.000;77821;79500.3314,,
332;DBN Bank;1220 Heather Lane;38;15;01/06/1978 06:35;1974-05-21 10:20:00.000;56241;15805.2328,,
333;Cutter Lawn Mower Repair;662 Lyons Circle;5;4;31/07/1983 01:40;1982-12-26 14:13:20.000;90443;32969.5968,,
334;Lennox Air Pollution Control;929 Brittany Ave.;10;39;05/05/2004 00:07;2005-02-14 07:48:16.000;71256;37352.8326,,
335;Crosstracks Car Wash;45 South Deer Creek Drive;50;31;16/11/1986 12:15;2004-10-22 22:08:16.000;10946;26358.4258,,
336;Schnitzer Denist College;3150 Skokie Valley Rd.;24;30;19/02/1985 11:20;2007-07-04 17:41:36.000;95684;10285.2779,,
337;Crossroads Construction, Inc.;600 Central Ave.;2;40;04/09/1982 05:00;1972-09-03 01:14:56.000;42692;12448.7423,
338;Got It All Electronics Supply;3148 cottonwood Ct.;40;12;22/06/2000 20:22;1974-04-29 21:40:00.000;69342;82128.6688,,
339;Lennox Air Pollution Control;872 Virginia Rd.;24;21;24/09/1989 01:27;1994-02-07 05:46:40.000;92828;87398.9060,,
340;Lennox Air Pollution Control;1839 McCraren Rd.;45;7;22/11/2002 21:20;1978-11-20 08:53:20.000;54565;34027.4262,,
341;Cutter Lawn Mower Repair;1714 Clifton Rd.;32;38;30/06/2004 17:13;2007-01-05 12:26:40.000;17212;49581.6830,,
342;Libra & Sons;245 Oakridge Ave.;7;5;13/06/2005 18:07;1982-11-22 15:34:56.000;45629;28384.3500,,
343;Mail Boxes Et. Al.;3344 Beachwood Ln.;33;10;17/02/1986 04:53;1970-01-22 23:46:40.000;48602;90915.7482,,
344;North Shore Appliance Service;1444 Chantilly Ln.;21;50;10/06/2001 12:33;2006-03-12 17:46:40.000;37900;63014.2617,,
345;Lee Stairworks and Carpentry,;511 Maple Ave.  Apt. 1B;35;24;12/11/2005 03:48;1978-08-16 08:20:00.000;41187;44568.2230,
346;Froggy's Gourmet Catering;2024 St.Johns Ave.;32;2;30/03/1994 11:35;1980-08-10 04:48:16.000;43082;27612.0360,,
347;Nitelites Party Rental;425 Lake Ave.;1;40;14/07/1992 08:47;2003-09-23 01:54:56.000;99842;92141.0592,,
348;Dapper's Antiques;175 beech St.;19;24;20/02/1998 18:40;1972-01-08 14:01:36.000;85176;33630.0725,,
349;Nina's Snow Plowing;12 Fort Sheriden Ave.;49;45;04/05/2001 11:40;2001-10-25 23:26:40.000;6656.;19650.4160,,
350;Truck-X Muffler Repair;3487 Green Bay Rd.;9;32;28/07/2002 15:42;1994-05-23 14:33:20.000;94517;52310.0138,,
351;Kosmo Consulting;77 Blackhawk Rd;26;7;18/01/2002 07:33;1985-03-15 02:00:00.000;14244;34610.2400,,
352;Johnson, Erico & Co CPA's;3385 University Ave.;35;33;23/01/1977 09:33;1980-09-28 15:40:00.000;15888;39667.1580,
353;George Lee Antiques;1679 McCraren;20;21;31/12/1993 17:47;1993-11-26 07:46:40.000;10225;79584.1600,,
354;Kosmo Consulting;38976 Forest View Rd.;15;35;23/01/1971 06:27;1996-02-07 02:26:40.000;93708;29020.1482,,
355;Ernie's Foriegn Car Service;12 Fort Sheriden Ave.;2;32;05/06/1994 15:42;1978-08-14 00:46:40.000;95125;90746.8580,,
356;Keep Cool Air Conditioner Repa;1633 McGovern place;35;1;17/04/1978 02:15;2006-11-17 21:46:40.000;81038;79856.4415,,
357;Ampro Office Team Ltd.;3059 Priscilla Court;9;19;17/01/2001 06:27;2001-06-22 06:46:40.000;16817;1340.7396,,
358;Myles Building Consultants;1831 Beverly Place #9D;25;49;10/08/2005 22:35;1994-09-04 18:33:20.000;56465;36027.8837,,
359;Peterson Roberts Carpentry;2510 Crain;10;9;18/09/1983 11:02;2002-01-09 01:20:00.000;14624;52133.9659,,
360;Highland Heights Gift Shop;1660 Park Ave.;10;26;22/07/1975 12:20;1998-01-22 20:13:20.000;68744;61704.0708,,
361;John G. Hartling Ltd.;1126 Hillcrest Ave;19;35;20/01/1975 14:27;1993-12-10 21:46:40.000;28115;31540.1424,,
362;Doll House Rock;1920 Sunnyside Ave.;33;20;11/08/1987 18:07;1990-09-10 10:46:40.000;5564.;59699.9200,,
363;Smith Communications Inc.;1875 Roger Williams Ave.;28;15;28/09/1983 21:02;2004-04-17 05:21:36.000;30524;11165.2900,,
364;Corbins, Rodriguez, & Savocchi;1915 Lewis Ln.  Apt 13;25;2;13/05/2005 07:55;2003-05-07 10:33:20.000;66552;84312.3085
365;Griffith Paving and Sealcoatin;224  Highwood Ave.;27;35;16/04/1972 08:13;2004-10-16 05:13:20.000;23250;75360.8760,,
366;Moveit Motercycle Service;750 Homewood Ave.;47;9;29/03/2005 12:40;1989-06-23 18:48:16.000;72756;88074.2086,,
367;Lutz Soft Cloth Car Wash;4259 W. Lake Ave.;17;25;24/05/1989 09:00;2000-06-19 13:41:36.000;91248;77772.8690,,
368;North Shore Appliance Service;225 Jeffrys Place;39;10;21/01/1987 11:35;2000-09-17 15:13:20.000;78572;21859.4081,,
369;Vecot Inc.;1444 Chantilly Ln.;27;10;19/11/2007 10:15;2007-05-04 09:28:16.000;98040;78225.7723,,
370;Pete's Auto Repair;245 Oakridge Ave.;37;19;30/12/1998 06:40;1982-11-14 13:08:16.000;88045;8056.3664,,
371;Lake Shore Publishing;1799 Rosemary Way;26;33;20/09/2005 10:48;1970-07-28 16:34:56.000;98648;42400.9369,,
372;Dean Grant Buick and Crysler;511 Maple Ave.  Apt. 1B;3;28;19/03/1975 11:20;2007-08-01 12:21:36.000;34789;1480.2612,,
373;K L Consulting;2112 Ravine Drive;27;25;08/03/2004 17:35;2005-08-01 16:21:36.000;45012;59479.4045,,
374;Palmer Golf Supplies;1126 Hillcrest Ave;50;27;26/03/1978 22:40;2001-09-05 19:00:00.000;72952;32896.7160,,
375;Terrinni & Son Auto and Truck;1575 Oakwood Ave.;46;47;02/06/1982 22:07;1986-11-11 13:33:20.000;15688;45028.4481,,
376;Venturi Discount Drugs;669 Kikaid;46;17;02/09/2001 15:15;2000-11-16 00:26:40.000;32640;12393.2080,,
377;Lee Stairworks and Carpentry,;812 North Ave.;18;39;28/02/1999 11:07;2000-06-01 05:40:00.000;20.08;62920.2032,
378;Cutter Lawn Mower Repair;433 Burton Ave.;47;27;24/11/1983 13:08;1978-07-04 01:26:40.000;34972;59882.8811,,
379;Cradle the Call;1547 Vine;22;37;21/08/1996 05:00;1980-09-27 00:46:40.000;95112;34626.0630,,
380;Lee Stairworks and Carpentry,;4259 W. Lake Ave.;33;26;24/06/2001 03:13;2006-05-27 00:20:00.000;23631;49782.4760,
381;Loyal Order of Buffalo;1777 balsamic Ave.;36;3;07/06/1974 02:20;1980-06-02 14:20:00.000;99977;33656.5462,,
382;Funnyface Amusement Games;2032 Northbrook Ct.;5;27;31/08/2000 06:33;1982-11-05 16:00:00.000;49570;50416.4069,,
383;Nina's Snow Plowing;1795 Lake Cook Rd.;49;50;23/05/1980 04:20;1985-04-11 00:28:16.000;49803;63651.0000,,
384;Nina's Snow Plowing;1770 first St.;27;46;14/10/2005 10:33;2000-09-18 00:46:40.000;70670;20024.6763,,
385;Griffith Paving and Sealcoatin;1882 St. Johns;21;46;05/10/1992 16:47;1975-11-15 16:13:20.000;99912;77000.2160,,
386;Froggy's Gourmet Catering;1915 Lewis Ln.  Apt 13;36;18;10/03/2000 17:35;1990-08-05 13:40:00.000;81720;27600.1014,,
387;Dependable Plumbing and Sewer;59 Cordon Terr.;44;47;10/03/1993 21:47;2001-10-28 20:13:20.000;62804;88563.4172,,
388;Foy Aviation;673 Calais Drive;41;22;31/03/1994 15:22;1986-06-18 07:26:40.000;52262;18112.8657,,
389;Schnitzer Denist College;22 Clay rd.;20;33;30/09/2007 16:48;1982-04-15 23:06:40.000;11808;36664.6542,,
390;Pasifico Inc.;10 Marquette Rd.;5;36;19/10/2006 09:13;1970-08-30 22:33:20.000;30220;69800.9900,,
391;Masterlands Cleaning;632 Roger Williams;46;5;27/04/1999 09:00;2000-02-23 10:00:00.000;19232;94992.8014,,
392;Hibbard Road Suppliers;2267 Anderson Lane;39;49;12/02/1985 23:47;2000-03-04 12:53:20.000;2135.;29920.1424,,
393;AA Advertising;899 Harvard Ct;38;27;14/03/2005 02:28;1987-09-22 10:06:40.000;22565;94625.3316,,
394;Kapp Camera and Video;45 South Deer Creek Drive;44;21;29/06/2001 05:27;1987-11-28 12:13:20.000;27283;44068.4265,,
395;Morgan Construction Co;788 Tennyson Ave.;40;36;02/07/2004 21:27;1983-06-15 13:14:56.000;58410;60486.6120,,
396;Myers Chocolates and Confectio;1777 balsamic Ave.;26;44;15/09/1978 18:08;1992-10-15 06:34:56.000;30625;92640.0388,,
397;MedicServe Medical Supply;3100 Trailer Way;29;41;20/02/2003 03:20;2006-09-23 11:54:56.000;83598;30977.3232,,
398;BBQ Smith's Tex Mex;1975 elmwood Circle;13;20;20/09/1978 01:40;1993-07-06 13:00:00.000;7870.;32641.8630,,
399;Highland Woods City Hall;3478 Bryn Mawr St.;18;5;26/11/1994 14:27;1994-12-30 04:00:00.000;57109;87965.0500,,
400;P K M Packaging Supply;218 Oakridge Ave.;43;46;23/07/2001 12:47;2003-09-01 02:08:16.000;7412.;94584.5382,,
401;Morgan Construction Co;629 Kincaid Ave.;7;39;16/03/1983 10:53;1978-11-15 06:40:00.000;69098;10485.2198,,
402;PGS Associates;35 Glenlake Dr.;28;38;09/07/1977 21:15;2000-06-16 11:26:40.000;62106;4994.6634,,
403;Nitelites Party Rental;313 Grove Ave.;44;44;12/03/2003 23:20;2000-03-01 11:21:36.000;68941;32901.7994,,
404;Caranisco Homes;643 De Temple Rd.;10;40;19/07/2006 01:02;1986-10-18 07:13:20.000;58800;37998.2512,,
405;Pete's Auto Repair;241 Callan Rd.;39;26;15/06/1972 13:40;1977-05-16 11:41:36.000;78920;94505.9905,,
